No.,正誤,分野名,大分類,中分類,出典,学習日
57,×,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q57.html"",""令和元年秋期 問57"")",2022/3/11
58,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q58.html"",""令和元年秋期 問58"")",2022/3/11
59,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q59.html"",""令和元年秋期 問59"")",2022/3/11
60,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q60.html"",""令和元年秋期 問60"")",2022/3/11
61,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q61.html"",""令和元年秋期 問61"")",2022/3/11
62,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q62.html"",""令和元年秋期 問62"")",2022/3/11
63,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q63.html"",""令和元年秋期 問63"")",2022/3/11
64,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q64.html"",""令和元年秋期 問64"")",2022/3/11
65,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q65.html"",""令和元年秋期 問65"")",2022/3/11
66,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q66.html"",""令和元年秋期 問66"")",2022/3/11
67,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q67.html"",""令和元年秋期 問67"")",2022/3/11
68,○,ストラテジ系,経営戦略,技術戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q68.html"",""令和元年秋期 問68"")",2022/3/11
69,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q69.html"",""令和元年秋期 問69"")",2022/3/11
70,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q70.html"",""令和元年秋期 問70"")",2022/3/11
71,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q71.html"",""令和元年秋期 問71"")",2022/3/11
72,○,ストラテジ系,経営戦略,技術戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q72.html"",""令和元年秋期 問72"")",2022/3/11
73,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q73.html"",""令和元年秋期 問73"")",2022/3/11
74,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q74.html"",""令和元年秋期 問74"")",2022/3/11
75,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q75.html"",""令和元年秋期 問75"")",2022/3/11
76,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q76.html"",""令和元年秋期 問76"")",2022/3/11
77,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q77.html"",""令和元年秋期 問77"")",2022/3/11
78,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q78.html"",""令和元年秋期 問78"")",2022/3/11
79,×,ストラテジ系,企業と法務,法務,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q79.html"",""令和元年秋期 問79"")",2022/3/11
80,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""https://www.fe-siken.com/kakomon/01_aki/q80.html"",""令和元年秋期 問80"")",2022/3/11
 
